TransactionID,CardNumber,CardHolderName,ExpirationDate,TransactionDate,MerchantName,Category,Amount,Currency,Location,Status
0546c5eb-f026-4235-91b3-f29440a3e3de,2717481558174100,Gary Scott,06/27,2023-08-21 00:52:05,Phillips-Fletcher,Home Improvement,1766.82,USD,"South Greggview, United Arab Emirates",Completed
2128261f-2d69-431c-bb03-fb191af2bfc7,4307971267815,Joanne Sullivan,06/32,2022-09-22 11:25:05,Green LLC,Online Shopping,1427.93,USD,"Andersonland, Liberia",Completed
881180a3-f90f-44e3-84b7-025b02160ab9,4734715338349,Hayden Davidson,07/30,2022-11-25 12:45:34,Dixon-Austin,Utilities,4966.03,USD,"Victoriafort, Mauritania",Pending
dc5ed39b-7a1e-498d-902f-fad16ced0186,4567846791284220,Michael Castillo,05/28,2022-04-22 22:23:25,Wilkins-Levine,Home Improvement,4295.32,USD,"Courtneyport, Guadeloupe",Pending
5b5fee89-57e3-44e0-a4ec-3ba05e873aa5,180060311130310,Heidi Collins,02/28,2023-07-06 02:37:13,Hart-Miller,Dining,1379.68,USD,"Port Andreaview, Jersey",Declined
ce9f2da4-7c93-4459-96c9-9626a7c73825,3539318880941547,Michelle Blevins,11/30,2022-03-06 19:31:46,Sheppard-Potts,Services,4910.97,USD,"West Ianfort, Solomon Islands",Declined
b3d718d3-5770-4f88-b92b-5fc3f92a90b7,213198267464738,Steven Nichols DDS,10/27,2023-08-11 19:59:06,Butler LLC,Gifts & Donations,1728.56,USD,"Martinezhaven, Tunisia",Declined
a3e49175-071d-4265-87bf-3dbe402a109a,3534422979583122,Ryan Adkins,04/30,2023-04-06 08:49:52,Patel-Garza,Healthcare,4084.79,USD,"North Richard, Wallis and Futuna",Completed
e85265ef-c941-40ca-89a2-67cc8ad1c4cd,6503178445100491,Linda Macias,04/27,2023-06-09 15:26:39,Martinez and Sons,Sports & Recreation,1726.83,USD,"Jamesview, Suriname",Completed
f9b9de60-37c0-4d37-b9f1-22cfcb64548e,3599022811604003,Jessica Rodriguez,02/32,2023-11-25 01:01:40,"Ruiz, Wallace and Miller",Services,1908.7,USD,"Jerryside, Mozambique",Completed
336d2b78-09b1-4f68-aab2-d65ad198febc,6529583421973623,Robert Green,03/33,2023-10-21 15:13:20,Wilson-Johnson,Dining,1443.08,USD,"Hendersonmouth, Israel",Declined
9a1223ea-2d5a-4165-9e45-802b819f8de4,6599528927079388,Jason Cohen,06/28,2023-05-16 18:55:39,"Morris, Richardson and Khan",Groceries,2882.62,USD,"Foxshire, Cuba",Completed
674ec826-93ac-4fd4-ba55-b8f7c9b42b6c,30390922408827,Jessica Rodriguez,03/27,2022-10-23 06:41:05,Collins-Love,Utilities,1375.13,USD,"West Wendyside, Hungary",Pending
1fb25edc-e99a-4283-87bf-ff68deac093d,6011831649594696,Theresa Robbins,01/34,2022-04-05 09:50:24,Robertson-Martinez,Groceries,185.66,USD,"North Angela, Switzerland",Pending
1ccd4c72-a6f8-48e8-a557-2a01617e80b2,180091340806992,Eric Gilbert,07/29,2023-12-08 00:39:46,Mcfarland-Jordan,Groceries,4971.98,USD,"Brayville, Belarus",Completed
97b5bc33-ec39-4985-a77a-d688da42335a,4230694914279816211,Tyler Schmidt,01/34,2024-02-19 23:13:24,"Bailey, Graham and Briggs",Clothing,3645.89,USD,"East Zacharymouth, Iraq",Declined
7dd17b27-754f-4289-a28f-25d38cdb0525,213125779302031,Christina Bennett,10/27,2023-05-20 23:17:51,"Hensley, Edwards and Martinez",Utilities,4635.88,USD,"West Adamville, Cape Verde",Pending
1296aa42-b1e3-4252-9a5b-6e77075a50de,503803172827,Jacob Parker,06/27,2023-05-19 04:23:03,Mccoy PLC,Travel,512.23,USD,"Villarrealshire, Seychelles",Declined
5d13642e-066d-4509-8037-9aa0d97d5eec,30529339448351,Jessica Wilson,12/28,2022-11-13 23:28:23,Osborne-Dougherty,Gifts & Donations,3083.9,USD,"Charlesmouth, Singapore",Declined
4b56a277-abb7-4892-a454-88670b06b8b3,675941598012,Anne Curry,04/24,2022-05-04 06:28:35,"Powell, Baker and Chaney",Gifts & Donations,1205.91,USD,"Christopherstad, Malaysia",Declined
412e5cb7-829a-49ff-a295-e2965e51d775,4842247065107410,Natalie Acevedo,08/27,2023-05-27 07:36:18,"Duncan, Riley and Miller",Sports & Recreation,3329.21,USD,"Carlfurt, Sweden",Declined
7a615d6f-c1b7-435c-8a15-a32798fd52e1,36501058946349,Oscar Johnson,09/31,2023-11-18 18:31:38,"Burns, Brooks and James",Gifts & Donations,2852.92,USD,"Hallbury, Netherlands Antilles",Completed
0e4b0905-1e23-4092-a643-e3cd9ff0206c,180083196613085,Julie Adams,09/25,2023-05-20 03:55:51,"Vaughn, Steele and Williams",Groceries,737.48,USD,"Ellisstad, Cape Verde",Completed
b4b9c287-2745-48d7-8ba0-64ec0846b57f,501823875346,Kenneth Santos,03/33,2022-09-03 00:11:02,Pacheco-Fields,Home Improvement,2341.84,USD,"Kruegerborough, Guatemala",Completed
671ba5d6-2267-421d-90dc-431a020bfd28,4663005418839671187,Sharon White,11/29,2022-07-24 13:50:42,Brooks-Lopez,Groceries,1610.26,USD,"Craigtown, Nepal",Pending
7a3396f8-be00-4e71-aba3-709021d58458,4420926648199834,Emily Kline,06/33,2023-03-15 21:17:12,"Smith, Elliott and Grant",Gifts & Donations,39.91,USD,"Williamshire, Namibia",Completed
284d6ea4-1feb-4ed8-bc14-3d4587b77717,4346317913336,Tara Wells,04/24,2024-02-06 11:29:07,"Thomas, Turner and Marshall",Groceries,317.83,USD,"South Joannafurt, Saint Martin",Completed
ae7ae961-a8b8-4ac8-9b34-154997ad71ea,3508290625990203,Pamela Burton,09/29,2023-10-21 17:59:55,Bradshaw-Johnson,Entertainment,2783.92,USD,"Navarromouth, Morocco",Pending
7d4b8cde-90e0-430e-a7d0-2f1389778c76,180003881236596,Kevin Reed,09/24,2023-03-27 12:24:40,"West, Cohen and Bradley",Clothing,2777.96,USD,"Arianafurt, Bulgaria",Pending
106e62b2-fc35-4be3-bd62-8d78e7f2b49d,348910103667755,Cynthia Graham,12/26,2022-12-04 03:31:44,Baker Inc,Online Shopping,3089.54,USD,"Kaylaside, Bouvet Island (Bouvetoya)",Completed
7a6bae9b-aaa6-42f1-91af-d2fc1a47e9f0,180038361038237,Daniel Davis,09/28,2022-12-10 10:38:50,"Rios, Wood and Hill",Online Shopping,1211.91,USD,"Lake Austinburgh, Saint Lucia",Completed
8e8ef8c0-03a5-43bb-a40e-3df515739672,6011235123611036,Rickey Peters,07/25,2023-07-05 02:59:40,Kane Ltd,Services,453.7,USD,"South Jenniferville, Brunei Darussalam",Pending
ae7fe591-8dee-4688-bd35-d57d87e8996d,348182426035454,Mr. Kevin Higgins,11/25,2023-12-04 03:21:14,Arnold-Hernandez,Home Improvement,4713.25,USD,"Moraleschester, France",Declined
15269c9d-6ef2-4258-ac1e-abc98aa4f6e2,4290677008263,Amanda Morris,09/29,2022-08-22 11:31:47,Nelson Group,Electronics,2437.5,USD,"Lake Alejandro, Tanzania",Declined
8ea29c69-095e-4b4c-a100-e69fed085236,502039302943,Jessica Allen,10/29,2023-06-24 07:59:24,Jones Inc,Dining,127.82,USD,"East Christopher, Kyrgyz Republic",Pending
45393698-6421-42c0-9927-8e557ed404d4,2231093403951876,Ashley Palmer,02/25,2023-09-21 07:19:12,Scott Group,Automotive,4830.67,USD,"Gutierrezmouth, Sudan",Pending
563537c8-da41-493e-b269-c28aa98a6f77,4897552417550193059,Joshua Holmes,01/34,2024-01-04 02:54:33,Simmons-Morris,Sports & Recreation,4846.16,USD,"North Brandon, Gabon",Pending
6ba3dda0-df8d-4172-9d6b-f87f2febbf9e,4762489746819,Katherine Jones,07/27,2023-01-05 02:37:14,"Gonzalez, Fuentes and Mason",Home Improvement,2346.36,USD,"West Saraborough, Monaco",Declined
1e267cd1-3ae7-4a6f-9c51-616c97512363,4787668149364478,Jennifer Murphy,05/30,2023-09-09 12:19:53,Davis LLC,Automotive,232.44,USD,"New Tammy, Zimbabwe",Pending
552077a0-5b25-46e4-935a-431908fd28f0,581874562035,Kathy Wilson,04/31,2023-05-17 17:22:03,"Garcia, Zimmerman and Hill",Sports & Recreation,2116.57,USD,"South Joshua, Gibraltar",Completed
fe26d77b-1cd8-482b-b3d0-f48895935091,180003093459135,Mark Davis,09/24,2023-12-16 21:25:49,"Wright, Ware and Berry",Education,767.6,USD,"South Chelseamouth, Poland",Declined
dd7f7bdc-eef8-4861-b197-ea2d94793303,3509590962481354,Christopher Howe,10/33,2023-10-26 13:35:47,"Schultz, Ramirez and Le",Healthcare,712.29,USD,"Alexamouth, Burkina Faso",Pending
451a414b-2e3d-40fa-b8a7-c6c8fe78406a,3541491903739564,Christy Mccoy,01/25,2023-08-05 20:52:30,Walters and Sons,Clothing,799.31,USD,"Ambermouth, Madagascar",Declined
8d6b6c9a-64b3-45f0-9add-393fbcf97b46,6011583675104490,Linda Mays,06/31,2023-04-27 14:56:43,Tran-Lozano,Gifts & Donations,94.97,USD,"Marissatown, Wallis and Futuna",Declined
2baaabca-83dd-4893-9dc4-a3637ba9a447,6538936937462490,Angela Hall,04/31,2022-11-02 05:41:55,Scott-Mitchell,Automotive,3726.65,USD,"Lake Peterbury, Botswana",Declined
d21e6a5d-9258-40df-bd52-2d31135357fe,6011739909052380,Laura Valdez,12/31,2023-01-30 14:13:42,"Stein, Smith and Ball",Dining,484.11,USD,"North Stevenhaven, Albania",Completed
8754314d-652c-4ef1-8236-aefb06431c16,501847645246,Monica Lee,08/26,2023-08-02 18:57:07,Hall Inc,Healthcare,4783.72,USD,"North David, Armenia",Pending
8b792ac3-e063-40cd-8d83-a2f0d6f886db,4723923089141,Joanne Velazquez,06/31,2023-11-23 15:55:44,"Rivas, Stewart and Kelly",Electronics,2171.92,USD,"Lake Max, Marshall Islands",Declined
e612393f-af5a-41ca-9692-fbb4860b8106,4656207384503843,Joshua Johnson,09/27,2023-07-18 03:53:41,"Rodgers, Howard and Nunez",Online Shopping,4393.14,USD,"Martinezborough, Cote d'Ivoire",Completed
3a2db43a-f49f-4efc-91b7-7b58bcc4d77f,213140407871091,Mrs. Heather Brown,03/25,2023-08-22 18:55:59,Acosta-Garcia,Healthcare,4590.33,USD,"Duranshire, Saint Barthelemy",Declined
899c9208-8c90-4fa8-9f6c-716549147a45,344840809187549,Michael Rodgers,04/30,2022-05-20 21:08:41,Parrish-Thompson,Gifts & Donations,4027.89,USD,"East Danaland, South Georgia and the South Sandwich Islands",Declined
7426d267-6e12-478c-99ab-3694532329c2,4420056214246,Jason Ramsey,01/34,2024-01-18 03:11:10,Poole Inc,Healthcare,4113.38,USD,"Schmidtbury, Mauritius",Pending
0bc528ec-0a67-4682-a841-e702119834f4,30422672554672,Amanda Schaefer,07/24,2024-01-01 06:41:08,"Robinson, Gonzales and Johnston",Online Shopping,577.97,USD,"Hoffmantown, Luxembourg",Pending
25ca768d-77f1-4c31-8d6e-b647513d8c3b,371210494247667,Laura Jones,03/32,2022-07-24 20:11:44,Johnson-Lee,Dining,73.44,USD,"Blairmouth, Yemen",Pending
cfc484f1-49b1-489e-8c21-d2b445464115,4315595876806840247,Allison Mcgrath,11/30,2022-07-14 13:45:11,"Garcia, Howard and Mueller",Clothing,1938.1,USD,"South Alanville, Morocco",Pending
639429d0-0de9-4bf2-b64d-03ccf89c52e2,676171916346,Jennifer Wheeler,04/32,2022-11-28 10:37:52,"Powell, Perry and Nichols",Sports & Recreation,1340.32,USD,"East Paul, Albania",Completed
593f1531-a88d-4b06-be74-e9078e8c9fe7,4738397365264,Bobby Benton,09/26,2023-09-11 00:44:41,"Gomez, Meadows and Schultz",Travel,1601.33,USD,"Johnstad, Kazakhstan",Completed
dcfa0035-003f-453c-abb8-925e8bbde27e,6565926236786612,Stephanie Herrera,09/33,2024-02-07 19:50:50,Woodward LLC,Dining,2837.08,USD,"Sanchezmouth, Ghana",Completed
3f07b386-45c7-46cb-9663-4714a6475973,36609324858006,Michelle Thompson,05/27,2024-02-19 09:18:59,Jenkins-Dillon,Entertainment,4571.85,USD,"Lake Brad, Albania",Declined
144e2122-9087-4419-a290-b37e2c0e30a2,213171524856012,Elizabeth Sims,10/30,2022-05-03 22:39:06,"Malone, Ellis and Gilmore",Electronics,2663.59,USD,"Barbarafurt, Aruba",Pending
f5ebd589-ffa7-43cc-ac0d-6d67fda66e40,4695479581417726274,Allen Peters,05/29,2023-11-24 22:31:06,"Gray, Ayala and Little",Utilities,2105.75,USD,"Johnberg, Korea",Declined
c8cded11-3b79-479f-b01c-cb92161c3ffb,2240772557762135,Alexis Bishop,06/27,2023-04-02 10:13:28,"Johnson, Riley and Ochoa",Electronics,4886.57,USD,"South Krista, Guinea-Bissau",Pending
8346981b-3d04-4750-b0b1-d359188aa1e9,345462281100731,Eric Gutierrez,11/29,2023-04-08 11:12:11,Gutierrez-Hill,Sports & Recreation,865.31,USD,"Davidborough, American Samoa",Declined
7647ca42-e1ce-48bf-be51-c616d1eebc55,4518640973684160,Mark Vargas,10/30,2022-11-29 14:09:51,Mcconnell-Ellis,Groceries,2938.3,USD,"West Jennifer, French Guiana",Declined
c3ae9920-9a4d-4474-813e-f0937c2bcc27,4143339801622762489,Kristen Carson,10/30,2022-08-12 05:56:00,Blanchard Group,Healthcare,2652.42,USD,"Gentryview, Congo",Completed
f6efa547-a733-4ec8-916f-06282a06ff5d,180036586301596,Donna Rose,09/28,2023-08-13 14:00:16,Cole-May,Gifts & Donations,4503.83,USD,"Campbellstad, Bouvet Island (Bouvetoya)",Completed
29f06f1a-e735-4a21-85d6-73b9b7915b07,2700636190232652,Jerry Wyatt,09/28,2023-11-27 18:13:36,Young-Thomas,Travel,36.64,USD,"Vanessachester, Djibouti",Completed
9ce52ac3-f1c7-4fa5-8b5b-48a54d723779,2720710343625413,Scott Nielsen MD,03/30,2022-11-20 20:27:00,"Morgan, Sanders and Delgado",Gifts & Donations,1607.42,USD,"North Sabrinaview, Moldova",Pending
eed3cd9d-5a16-4cea-905f-e8eeb240fb67,4086857578678288,Alyssa Johnson MD,08/33,2022-04-14 11:30:22,"Hebert, Smith and Adams",Healthcare,1497.94,USD,"Caroltown, Cape Verde",Declined
4f8c2b00-6e15-4238-9f0f-b6d2955f3000,180098815791286,Jessica Phillips DVM,03/27,2023-06-22 00:44:47,Patterson Ltd,Services,2626.75,USD,"North Nicolefurt, French Polynesia",Pending
cacd35a2-d158-4261-95fc-858ba3ee38fc,4636703066432736716,Erica Gregory,12/32,2022-06-03 11:32:14,Solis-Smith,Dining,3990.15,USD,"Raymondshire, Brunei Darussalam",Declined
5de16bb4-0ae5-4c50-b1a3-de07eb268085,213151611086418,Patrick Howard,04/26,2023-07-06 15:29:53,Bond Ltd,Automotive,715.07,USD,"Stevenchester, Luxembourg",Declined
8577a652-a1f2-44fb-aff0-b0f29d99d658,3599768269249382,Rebecca Lee,06/26,2023-06-20 09:39:38,Pena-Howard,Sports & Recreation,1950.35,USD,"North Timothy, Eritrea",Declined
ce191309-bf4d-4500-8f7d-bafc87c6db4f,379421520789646,Bethany Mathews,02/34,2023-05-29 12:32:40,Foster-Whitehead,Online Shopping,4848.49,USD,"Josephshire, Kazakhstan",Completed
1b7430e1-383d-45cd-a6db-aeff1df83a14,675907745912,Corey Flores,05/27,2023-09-09 04:24:21,Lopez-Garcia,Gifts & Donations,2003.76,USD,"Holdermouth, Azerbaijan",Declined
4c76da15-ec21-48d7-827b-2725cf7e0109,4618762618044098814,Megan Harris,11/31,2023-01-24 06:55:58,Bradley-Allen,Home Improvement,1247.68,USD,"Boyerview, Argentina",Declined
b2364c48-6cd1-4e20-9213-f35fb6805fc8,378942541128796,James Johnson,12/27,2022-08-24 04:15:25,Jacobs and Sons,Healthcare,4918.53,USD,"Kimtown, Eritrea",Completed
5cf8774c-2a0c-449e-9da1-18a1c5c5df72,060495518239,Jesse Day,03/33,2023-12-31 16:06:54,"Norton, Tucker and Roberts",Utilities,2810.36,USD,"West Alexanderfort, Jamaica",Completed
60048938-5555-407e-a8d1-a491f47dbef9,30447791549196,Mr. Marcus Baker,12/27,2023-11-07 01:01:08,"West, Salas and Robertson",Entertainment,1808.19,USD,"East Karentown, Guatemala",Pending
7da49173-a758-4761-ae9c-94e9ad90b500,36350568050881,Raymond Barrett,04/24,2024-02-18 08:29:41,Price Group,Electronics,4551.58,USD,"East Wendyland, Bolivia",Pending
98cd75e1-ecc9-48c1-9b4b-6fcbb9aeec2a,343146584176595,Jose Neal,11/28,2022-04-24 19:43:05,Schmidt-Mcclure,Automotive,643.98,USD,"Brittanyhaven, Montserrat",Completed
dfb7c29d-571d-4353-aba9-a26e04ecd62e,30189835650123,Patrick Thomas,10/29,2023-01-15 06:08:26,Young Inc,Clothing,3579.11,USD,"Myersmouth, Cote d'Ivoire",Completed
02559121-ba2d-488a-8dbd-72ff315360ff,3550961323235649,Carl Hendricks,03/27,2023-03-22 10:36:44,"Martin, Huang and Anderson",Clothing,2716.55,USD,"Johnsonland, Central African Republic",Declined
4f9b0142-198e-4898-ae09-8fd4727bed37,4829486846267621164,Brad Coleman,01/32,2024-02-15 01:15:07,Porter PLC,Dining,3006.75,USD,"West Janet, Costa Rica",Completed
370cab81-156e-4611-8b4a-23b3112bbc4d,4157194501503746,Cody Moore,04/24,2023-12-17 19:48:27,Bass-Cox,Groceries,1263.5,USD,"South Tylertown, Vietnam",Declined
831336c5-14b1-4ceb-b94f-9848e14e6302,4396992872679,Patrick Fuller,06/31,2023-09-01 16:49:52,"Carter, Clark and Whitney",Clothing,4492.38,USD,"New Alvin, Ukraine",Declined
837b6feb-23c6-438c-b5e2-03b77dd01da8,4768993724586334,Henry Boyer,04/27,2023-03-14 22:43:03,Patterson-Sherman,Home Improvement,3708.7,USD,"Dunnview, Belize",Pending
44418cf2-5dfd-4b13-be51-784d8056edf8,38121014503486,Laura Medina,08/33,2023-03-05 12:27:25,Evans Inc,Gifts & Donations,86.62,USD,"Zacharyshire, Tanzania",Pending
f71b0eb4-cdc0-4478-8901-c8901f925cd6,343518930108250,Eric Peterson,11/25,2022-12-22 17:17:54,Nielsen PLC,Education,4354.46,USD,"South Morganland, Spain",Declined
2c326e00-26a8-4c1c-bd9a-ba2ac52a65a0,180008747913015,Ralph Martin,06/28,2023-01-28 07:50:51,Nelson Ltd,Home Improvement,1194.46,USD,"West Amandahaven, Niue",Completed
d950a4d4-9880-40ec-9394-87a99219380b,4218385921159997,Travis Love,07/29,2024-02-03 21:15:01,Freeman Group,Services,3881.41,USD,"New Arielton, Burundi",Completed
b7d21ea0-1fc4-4bbf-9205-b06a7d844929,4931725528024998185,Samuel Sanchez,08/29,2023-06-20 11:29:18,Barnes-Barajas,Gifts & Donations,1294.85,USD,"Johnsonmouth, Dominican Republic",Completed
4aca652e-113f-4e82-b3c5-1c79eff23cc7,4648384442493035,Traci Robinson,09/29,2023-07-05 20:21:27,Collins and Sons,Home Improvement,1816.74,USD,"Jeremyville, Tunisia",Declined
e724a40c-adcf-4bb6-bb21-0db8349ebcb3,6011513263721504,Carrie Edwards,01/26,2023-10-04 13:15:45,"Welch, Smith and Lee",Home Improvement,2343.62,USD,"Port Veronicaburgh, Senegal",Completed
7abe0603-1d20-45e8-a14c-80870d14338d,6011526297686758,Olivia Delgado,07/25,2023-06-08 18:25:28,"Williams, Sawyer and Robinson",Dining,2061.19,USD,"Johnsonside, Mauritius",Completed
1d2fedcc-10f9-434c-a031-83ac3b59669f,30492217775132,Jason Ferguson,08/24,2022-06-17 10:30:52,"Bridges, Andrade and Mcgee",Automotive,2767.27,USD,"Lake Lisaborough, Greenland",Completed
ae6ee7c1-fb9a-4e97-abd1-2d60b35620e6,348596367275318,Lauren Ryan,11/27,2023-11-21 20:01:06,Torres-Lowe,Education,1816.97,USD,"Michaelmouth, Mali",Completed
5cb62b02-65d6-439d-861b-b6e3e5b5aed1,180017885589537,Paul Wells,02/26,2022-10-08 16:01:40,"Jimenez, Contreras and Butler",Automotive,2280.03,USD,"Floresstad, Puerto Rico",Declined
5e91e911-a99b-48f8-af56-69f9b2019423,30244335408355,Joan Martinez,06/28,2022-08-18 04:20:17,"Rivera, Murphy and Gonzalez",Education,770.69,USD,"Michaelberg, South Africa",Declined
bd0f9873-8ddf-4abc-9304-54b1f7b9311b,3587848097827932,Chelsea Morales,04/24,2023-07-19 17:45:18,"Mitchell, Hamilton and Carlson",Online Shopping,1544.4,USD,"Millsstad, Malaysia",Declined
e5635537-c626-4e1b-9a3f-9e55218e1eee,3507740807977486,Phillip Shannon,01/31,2023-04-15 02:41:09,Campbell LLC,Electronics,3262.12,USD,"West Michaelstad, Sierra Leone",Pending
98061edf-882b-41f3-8543-97ab24d52ea2,6011021270434566,Rose Gomez,06/27,2023-03-20 05:30:31,Shaw-Hill,Clothing,156.51,USD,"Briannahaven, Ukraine",Declined
8d4793f9-0d56-46f4-b921-3a351d1050ca,4589839739545947,Stephanie Wilson,05/28,2023-04-10 20:25:11,Costa-Webb,Gifts & Donations,4307.63,USD,"New Kayla, Finland",Completed
a2dc42a5-ebf7-482d-b686-578e36d9f341,30015781385697,Matthew Williams,03/33,2023-01-17 04:59:39,Garcia Group,Automotive,864.62,USD,"Davidland, Aruba",Completed
eef36991-d100-4d89-af12-6980051a370f,343283106427881,Brendan Garcia,10/26,2022-03-26 17:35:31,Cook and Sons,Sports & Recreation,2789.12,USD,"West Debbiemouth, Northern Mariana Islands",Declined
0350c912-452c-432b-aa39-5702d49fa0cd,340949641864613,Donna White,08/28,2022-10-20 11:33:44,Thomas and Sons,Entertainment,38.94,USD,"Amandaville, Svalbard & Jan Mayen Islands",Declined
2bd2b971-9405-413e-834e-172280568e4d,3552466227961264,Ryan Gutierrez,03/25,2024-01-09 00:53:16,Nelson-Cardenas,Sports & Recreation,1588.02,USD,"Brianchester, Armenia",Declined
cf86baa8-48ca-4389-a26d-b044aaa957ee,3553669148228668,Christopher Gardner PhD,06/27,2023-09-24 17:51:30,"West, Davis and Meadows",Sports & Recreation,3387.72,USD,"East Mitchellview, Kyrgyz Republic",Declined
62119670-aad0-446f-ac30-1cab1e26bed4,3567721610914608,Mrs. Katherine Kemp,09/30,2023-03-28 18:28:20,Braun Inc,Services,3964.04,USD,"Swansonmouth, United States Minor Outlying Islands",Declined
9ddc3195-280b-40f5-8d6a-00fafc4e4f7e,4045141954337011,Amanda Campbell,10/32,2023-08-22 13:01:14,Vega-Benton,Sports & Recreation,2330.94,USD,"Michaeltown, Lithuania",Pending
228153d6-f1ba-46c7-a13d-f39dc0d798b5,213131538163755,Richard Edwards,07/24,2022-03-16 15:24:32,"Sanchez, Allison and Leonard",Electronics,1732.85,USD,"New Alisonfort, Greece",Completed
1a56f30a-f0b6-4e1c-9468-fe33724d9245,4137128853808425131,Mrs. Tina Carey,12/26,2023-10-13 10:43:16,"Jones, Zuniga and Washington",Services,4752.54,USD,"Angelastad, Benin",Pending
459f0ae2-a3dd-4f06-bd7e-43f922da89bb,4542553993441170473,David Smith,04/26,2023-03-27 00:10:40,Hughes Ltd,Education,4291.81,USD,"Flemingview, Guadeloupe",Pending
a6255368-ada3-40d0-89c3-ff0b809b71eb,30059829769561,Tamara Johnson,02/30,2023-02-14 15:37:16,Tran and Sons,Automotive,3249.26,USD,"Davisville, Northern Mariana Islands",Completed
50e37b7b-e313-4a1a-a4ed-2a1903eec1e0,4212733749007557,Lisa Hanson,12/28,2022-11-12 19:39:08,Yates LLC,Gifts & Donations,4105.0,USD,"Hillview, Eritrea",Completed
ed626817-9c55-4763-b620-5560ac8ed34a,343422424923599,Anna Mcdaniel,09/30,2022-09-29 15:23:17,Campbell-Miller,Electronics,3169.37,USD,"South Wendyfort, Djibouti",Declined
60d97f80-8862-4228-a18c-e94060ca8f17,4913246537591,Dale Mclaughlin,07/33,2022-11-05 15:52:00,Brown LLC,Services,1839.24,USD,"Avilatown, Mongolia",Completed
cab71729-b380-4c7c-99fa-f397ac2ad23c,36282252697315,Sarah Lee,01/31,2023-09-02 22:59:50,Garza-Gilbert,Online Shopping,3897.53,USD,"Lake Stevenborough, Trinidad and Tobago",Declined
247eeca2-3263-46e2-9693-ea4b6059a2dd,379541829507801,Taylor Mills,08/33,2022-09-10 15:34:16,Fitzpatrick-Mercado,Automotive,4233.84,USD,"Holmesland, Belgium",Declined
d5843fa9-db46-47a0-951c-b7cf19db663e,2284967145640986,Jessica Collins,06/24,2024-01-01 17:44:10,Sanchez-Hill,Education,3250.74,USD,"Lake Robinborough, Turkmenistan",Declined
6cda5ab3-0ae5-4687-b11a-a3460c7df81f,213166233066911,Dawn Torres,11/31,2022-11-14 05:38:16,Jones-Buchanan,Groceries,3762.59,USD,"New Richard, Sao Tome and Principe",Completed
d654bd47-f9cf-40ca-afbe-e3845cea2f1a,4010174603147367,Jeremy Lane,10/27,2024-01-30 05:08:45,"Alvarado, Snyder and Romero",Healthcare,3005.94,USD,"Heatherhaven, Singapore",Declined
87593c78-01e8-4021-8992-b8228ae17b6f,180081904464460,Kathryn Moreno,07/29,2022-08-24 14:25:04,Russell-Scott,Utilities,3369.42,USD,"South Willie, Ghana",Pending
5b54f62f-c3d9-424a-9e82-148d9a55ff48,3568606634920765,Terry Wolf,04/30,2023-07-27 08:56:46,"Caldwell, Drake and Morrison",Gifts & Donations,573.38,USD,"Campbellton, China",Completed
326951ab-ccb2-4bf1-8bfb-a75e0f3bc8fa,6011941080762429,Courtney Booth,09/33,2023-03-28 09:03:48,Garcia-Sanchez,Electronics,4490.21,USD,"Tylerland, Ethiopia",Pending
bff8dee5-777c-4770-9b3c-77d24ae65f0c,4105297496319656,Alyssa Ray,04/32,2023-09-04 08:55:45,"Lane, Key and Hawkins",Groceries,2850.65,USD,"Heatherborough, Aruba",Pending
d01977b7-ad3d-4a57-8f2c-3d0d0ad20665,4244048934834141,Anthony Jones,11/31,2022-08-29 06:33:59,Carson and Sons,Sports & Recreation,1519.6,USD,"Mccarthyburgh, Greenland",Declined
46e01701-3f92-4bfb-9109-437e2d9d0940,344988355004731,Sara Morrison,05/26,2022-05-16 15:44:22,"Casey, Stewart and Adams",Automotive,2652.28,USD,"Wardfort, Korea",Declined
450262d2-7f11-4b8a-8dc3-e98d825c3a61,30277975245513,Michelle Robertson,06/30,2023-03-17 16:24:01,Greene-Blackwell,Education,4571.68,USD,"West Melissa, Lithuania",Completed
aac36a78-35df-4737-a156-9cf7641f8200,38696250971653,Debra Johnson,09/33,2023-08-22 02:57:14,"Fisher, Gibson and Levy",Dining,2908.06,USD,"Richardton, Albania",Declined
83600849-ac4c-4d0d-9a8e-1f9c16d16a8a,4965591887022849,Robert Medina,10/25,2023-05-09 05:42:26,"Lyons, Benton and Jones",Sports & Recreation,1377.83,USD,"Jordanfort, Norfolk Island",Declined
b0dd7d6f-5df3-4b7f-b268-63012af814b9,5190247054178534,Joanna Sutton,12/25,2022-12-10 21:24:42,"Mitchell, Alvarez and Weber",Services,3120.3,USD,"East Philipview, Cote d'Ivoire",Declined
74774fd7-bb13-40a6-addf-5cb3a9221138,6011044632863439,Deborah Hernandez,03/28,2023-09-21 00:03:03,Williams-Hanson,Clothing,4216.08,USD,"Port Thomas, Korea",Declined
b023559b-0f36-47e7-8aca-98cc78a9dda6,3529556580069927,Julie Jones,04/32,2022-10-14 03:41:06,"Taylor, Baker and Anderson",Education,2986.28,USD,"Averyfurt, Slovenia",Declined
62653b4f-b12b-4eb2-901a-6c97c2801f14,180090669884853,Erika Holt,12/33,2022-06-30 09:50:29,Holt Ltd,Services,217.74,USD,"Roberthaven, Marshall Islands",Completed
